x,y
50.0,885404.0
50.505050505050505,912394.9640224301
51.01010101010101,939929.038982829
51.515151515151516,968011.6355844951
52.02020202020202,996648.1645307271
52.525252525252526,1025844.0365248239
53.03030303030303,1055604.6622700838
53.535353535353536,1085935.4524698057
54.04040404040404,1116841.8178272883
54.54545454545455,1148329.1690458301
55.05050505050505,1180402.9168287304
55.55555555555556,1213068.4718792867
56.06060606060606,1246331.2449007987
56.56565656565657,1280196.6465965644
57.07070707070707,1314670.0876698834
57.57575757575758,1349756.9788240532
58.08080808080808,1385462.7307623737
58.58585858585859,1421792.7541881423
59.09090909090909,1458752.4598046585
59.5959595959596,1496347.2583152205
60.101010101010104,1534582.5604231274
60.60606060606061,1573463.7768316779
61.111111111111114,1612996.3182441704
61.61616161616162,1653185.5953639036
62.121212121212125,1694037.0188941762
62.62626262626263,1735555.999538287
63.131313131313135,1777747.9479995344
63.63636363636364,1820618.2749812172
64.14141414141415,1864172.3911866348
64.64646464646465,1908415.7073190848
65.15151515151516,1953353.634081866
65.65656565656566,1998991.5821782772
66.16161616161617,2045334.9623116178
66.66666666666667,2092389.1851851854
67.17171717171718,2140159.66150228
67.67676767676768,2188651.8019661983
68.18181818181819,2237871.017280241
68.68686868686869,2287822.7181477053
69.1919191919192,2338512.315271891
69.6969696969697,2389945.219356096
70.20202020202021,2442126.8411036194
70.70707070707071,2495062.5912177595
71.21212121212122,2548757.880401815
71.71717171717172,2603218.119359085
72.22222222222223,2658448.718792868
72.72727272727273,2714455.0894064624
73.23232323232324,2771242.641903167
73.73737373737374,2828816.78698628
74.24242424242425,2887182.9353591013
74.74747474747474,2946346.497724927
75.25252525252526,3006312.8847870613
75.75757575757575,3067087.507248796
76.26262626262627,3128675.7758134357
76.76767676767676,3191083.101184273
77.27272727272728,3254314.894064614
77.77777777777777,3318376.5651577497
78.28282828282829,3383273.525166986
78.78787878787878,3449011.184795614
79.2929292929293,3515594.95474694
79.79797979797979,3583030.2457242557
80.30303030303031,3651322.468430866
80.8080808080808,3720477.0335700633
81.31313131313132,3790499.351845154
81.81818181818181,3861394.8339594286
82.32323232323233,3933168.890616193
82.82828282828282,4005826.9325187383
83.33333333333334,4079374.370370372
83.83838383838383,4153816.614874383
84.34343434343435,4229159.07673408
84.84848484848484,4305407.166652754
85.35353535353536,4382566.295333708
85.85858585858585,4460641.873480236
86.36363636363637,4539639.3117956435
86.86868686868686,4619564.020983222
87.37373737373738,4700421.4117462775
87.87878787878788,4782216.8947881
88.3838383838384,4864955.880811999
88.88888888888889,4948643.7805212615
89.3939393939394,5033286.004619197
89.8989898989899,5118887.963809093
90.40404040404042,5205455.06879426
90.9090909090909,5292992.730277985
91.41414141414143,5381506.358963579
91.91919191919192,5471001.365554329
92.42424242424244,5561483.160753543
92.92929292929293,5652957.15526451
93.43434343434345,5745428.759790541
93.93939393939394,5838903.3850349225
94.44444444444446,5933386.441700963
94.94949494949495,6028883.340491951
95.45454545454547,6125399.492111198
95.95959595959596,6222940.3072619885
96.46464646464648,6321511.196647635
96.96969696969697,6421117.570971422
97.47474747474749,6521764.840936663
97.97979797979798,6623458.4172466425
98.48484848484848,6726203.710604669
98.98989898989899,6830006.131714039
99.4949494949495,6934871.091278049
100.0,7040804.0
